peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2
peak1368	chr1	149761665	150099494	.	337830	3205.49	3102.16	3265.6	3136.35
peak1369	chr1	150100467	150243668	.	143202	1274.35	1237.53	1277.36	1279.65
peak1371	chr1	150265063	150312107	.	47045	471.76	447.93	469.83	502.18
peak1372	chr1	150337235	150346934	.	9700	101.7	119.79	106.45	85.23
peak1373	chr1	150354482	150358266	.	3785	46.56	43.75	42.82	46.07
peak1374	chr1	150358955	150360864	.	1910	19.61	21.88	14.68	24.19
peak1375	chr1	150471090	150483506	.	12417	75.97	75	59.95	72.56
peak1376	chr1	150496858	150499165	.	2308	20.83	13.54	15.91	20.73
peak1377	chr1	150518524	150528228	.	9705	83.32	87.5	80.75	84.08
peak1378	chr1	150547725	150554900	.	7176	39.21	36.46	57.51	46.07
peak1379	chr1	150555291	150891446	.	336156	4332.8	4164.69	4599.24	4401.02
peak1380	chr1	150893548	150900365	.	6818	46.56	41.67	45.27	62.2
peak1383	chr1	151189578	151191736	.	2159	13.48	12.5	24.47	9.21
peak1384	chr1	151442705	151443810	.	1106	13.48	15.63	8.56	21.88
peak1385	chr1	151535800	151543170	.	7371	58.82	52.08	44.05	57.59
peak1386	chr1	151611847	151614440	.	2594	33.08	22.92	34.26	31.1
peak1387	chr1	151631720	151632971	.	1252	11.03	13.54	13.46	28.79
peak1388	chr1	151638997	151640756	.	1760	34.31	30.21	20.8	23.04
peak1389	chr1	151733559	151735522	.	1964	12.25	8.33	7.34	6.91
peak1390	chr1	151830323	151832258	.	1936	22.06	32.29	28.14	34.55
peak1391	chr1	151866059	151872328	.	6270	49.01	53.13	56.28	48.38
peak1392	chr1	151991393	151992701	.	1309	15.93	23.96	26.92	23.04
peak1393	chr1	152122197	152125905	.	3709	57.59	65.63	51.39	55.29
peak1394	chr1	152144184	152147470	.	3287	46.56	48.96	45.27	47.22
peak1395	chr1	152179255	152181641	.	2387	24.51	20.83	18.35	23.04
peak1396	chr1	152207406	152212559	.	5154	30.63	40.63	47.72	41.46
peak1397	chr1	152242231	152248118	.	5888	71.07	65.63	63.62	76.02
peak1398	chr1	152279097	152281842	.	2746	33.08	41.67	30.59	36.86
peak1399	chr1	152316990	152320334	.	3345	45.34	20.83	17.13	33.4
peak1400	chr1	152393061	152397188	.	4128	44.11	30.21	35.48	33.4
peak1401	chr1	152412042	152413920	.	1879	7.35	8.33	8.56	4.61
peak1402	chr1	152462941	152464923	.	1983	18.38	26.04	24.47	28.79
peak1403	chr1	152477956	152483894	.	5939	63.72	64.58	51.39	55.29
peak1404	chr1	152662874	152668140	.	5267	73.52	83.34	91.76	64.5
peak1406	chr1	152975967	152977579	.	1613	13.48	6.25	12.24	9.21
peak1407	chr1	153066438	153071029	.	4592	22.06	18.75	11.01	23.04
peak1408	chr1	153078193	153085656	.	7464	60.04	65.63	66.07	52.98
peak1409	chr1	153361430	153365732	.	4303	12.25	22.92	20.8	13.82
peak1411	chr1	153388316	153393858	.	5543	53.91	45.83	68.52	58.74
peak1412	chr1	153397727	153402063	.	4337	12.25	21.88	22.02	20.73
peak1415	chr1	153645115	153647160	.	2046	23.28	13.54	12.24	6.91
peak1416	chr1	153705904	153707367	.	1464	14.7	16.67	17.13	14.97
peak1417	chr1	154012997	154016332	.	3336	15.93	11.46	19.58	17.28
peak1418	chr1	154132181	154137673	.	5493	57.59	79.17	70.96	67.96
peak1419	chr1	154194920	154199858	.	4939	14.7	21.88	28.14	25.34
peak1421	chr1	154229482	154371876	.	142395	1700.77	1808.38	1847.53	1788.74
peak1422	chr1	154372717	154658392	.	285676	4003.18	3970.94	4108.61	4244.38
peak1423	chr1	154665423	154670649	.	5227	29.41	36.46	29.36	31.1
peak1424	chr1	154689833	154691985	.	2153	26.96	20.83	22.02	40.31
peak1425	chr1	154899013	154905790	.	6778	132.34	142.71	161.51	135.91
peak1426	chr1	154933205	154940613	.	7409	55.14	63.54	56.28	69.11
peak1427	chr1	154965238	154968563	.	3326	14.7	14.58	17.13	17.28
peak1428	chr1	155118732	155119918	.	1187	15.93	8.33	12.24	10.37
peak1429	chr1	155172542	155174628	.	2087	4.9	9.38	17.13	8.06
peak1430	chr1	155264094	155270946	.	6853	51.46	73.96	56.28	47.22
peak1431	chr1	155286802	155288842	.	2041	23.28	20.83	23.25	21.88
peak1432	chr1	155506133	155508991	.	2859	14.7	11.46	11.01	5.76
peak1433	chr1	155538738	155544867	.	6130	64.94	68.75	52.61	69.11
peak1434	chr1	155552814	155554194	.	1381	19.61	8.33	11.01	12.67
peak1437	chr1	155755731	155757018	.	1288	15.93	10.42	14.68	10.37
peak1438	chr1	155764219	155774218	.	10000	99.25	95.84	115.01	108.27
peak1440	chr1	155838787	155843348	.	4562	6.13	16.67	12.24	3.46
peak1441	chr1	155889112	155892753	.	3642	26.96	27.08	28.14	25.34
peak1442	chr1	155929401	155931518	.	2118	22.06	21.88	26.92	32.25
peak1443	chr1	155946980	155949149	.	2170	15.93	22.92	24.47	20.73
peak1444	chr1	156099136	156104665	.	5530	23.28	25	26.92	28.79
peak1445	chr1	156171320	156173343	.	2024	6.13	4.17	4.89	12.67
peak1447	chr1	156233046	156234956	.	1911	11.03	8.33	13.46	5.76
peak1449	chr1	156353929	156365150	.	11222	82.1	80.21	67.29	76.02
peak1450	chr1	156370135	156371366	.	1232	1.23	11.46	4.89	3.46
peak1451	chr1	156401017	156406425	.	5409	57.59	58.33	52.61	51.83
peak1452	chr1	156466035	156470116	.	4082	20.83	29.17	29.36	31.1
peak1454	chr1	156629439	156632874	.	3436	23.28	18.75	13.46	18.43
peak1455	chr1	156764784	156767804	.	3021	15.93	13.54	14.68	12.67
peak1456	chr1	156848977	156851224	.	2248	19.61	23.96	15.91	13.82
peak1457	chr1	156880013	156881837	.	1825	17.15	20.83	9.79	17.28
peak1458	chr1	156945374	156948489	.	3116	60.04	53.13	63.62	44.92
peak1459	chr1	157259816	157262025	.	2210	15.93	25	17.13	23.04
peak1460	chr1	157349318	157351224	.	1907	19.61	19.79	13.46	13.82
peak1461	chr1	157400996	157402350	.	1355	19.61	11.46	4.89	14.97
peak1462	chr1	157494178	157515898	.	21721	140.91	102.09	119.91	114.03
peak1463	chr1	157517121	157530605	.	13485	62.49	72.92	75.86	63.35
peak1464	chr1	157538993	159134331	.	1595339	37061.61	37284.29	35643.81	36938.17
peak1465	chr1	159148124	159151510	.	3387	25.73	14.58	20.8	19.58
peak1466	chr1	159168786	159177984	.	9199	75.97	66.67	80.75	94.45
peak1467	chr1	159203351	159206840	.	3490	19.61	25	29.36	28.79
peak1468	chr1	159359363	159361018	.	1656	19.61	10.42	4.89	10.37
peak1469	chr1	159364668	159368921	.	4254	23.28	42.71	41.6	38.01
peak1470	chr1	159459124	159462115	.	2992	12.25	14.58	14.68	9.21
peak1471	chr1	159708750	159714461	.	5712	89.45	80.21	70.96	67.96
peak1472	chr1	159941056	159943814	.	2759	24.51	35.42	26.92	40.31
peak1473	chr1	159958936	159961401	.	2466	25.73	20.83	20.8	25.34
peak1474	chr1	159969793	159976920	.	7128	186.25	164.59	152.94	146.28
peak1475	chr1	160381822	160387047	.	5226	39.21	51.04	47.72	35.71
peak1476	chr1	160419094	160428157	.	9064	99.25	79.17	95.44	86.38
peak1477	chr1	160462467	160463748	.	1282	9.8	5.21	9.79	11.52
peak1478	chr1	160475159	160477715	.	2557	17.15	17.71	13.46	26.49
peak1479	chr1	160638269	160643066	.	4798	53.91	59.38	61.18	57.59
peak1480	chr1	160683185	160688150	.	4966	45.34	56.25	44.05	38.01
peak1481	chr1	160698340	160700089	.	1750	9.8	14.58	13.46	18.43
peak1482	chr1	160775623	160779587	.	3965	18.38	18.75	19.58	18.43
peak1483	chr1	160812895	160822579	.	9685	85.77	82.29	86.87	73.72
peak1484	chr1	161188457	161190257	.	1801	23.28	15.63	17.13	24.19
peak1485	chr1	161275113	161276690	.	1578	17.15	10.42	19.58	19.58
peak1486	chr1	161289866	161292566	.	2701	41.66	43.75	30.59	39.16
peak1487	chr1	161316041	161317046	.	1006	3.68	7.29	6.12	0
peak1488	chr1	161346864	161348333	.	1470	2.45	3.13	6.12	5.76
peak1489	chr1	161367875	161369387	.	1513	11.03	6.25	8.56	11.52
peak1490	chr1	161404288	161405756	.	1469	7.35	5.21	1.22	5.76
peak1491	chr1	161426871	161431868	.	4998	24.51	33.33	30.59	25.34
peak1492	chr1	161454220	161459761	.	5542	37.99	33.33	30.59	29.95
peak1493	chr1	161529557	161536579	.	7023	74.75	68.75	66.07	66.8
peak1494	chr1	161540315	161546351	.	6037	41.66	40.63	34.26	51.83
peak1495	chr1	161608813	161613835	.	5023	26.96	18.75	20.8	13.82
peak1496	chr1	161658333	161661096	.	2764	12.25	14.58	14.68	12.67
peak1497	chr1	161678275	161679963	.	1689	22.06	23.96	24.47	23.04
peak1499	chr1	161933137	161939042	.	5906	88.22	83.34	88.09	93.3
peak1500	chr1	162064012	162069901	.	5890	71.07	73.96	72.19	73.72
peak1502	chr1	162113580	162120446	.	6867	66.17	85.42	68.52	88.69
peak1503	chr1	162264172	162269963	.	5792	80.87	69.79	79.53	87.54
peak1504	chr1	162339263	162345245	.	5983	84.55	61.46	58.73	73.72
peak1505	chr1	162440135	162442951	.	2817	29.41	32.29	28.14	31.1
peak1506	chr1	162490101	162495921	.	5821	69.84	64.58	68.52	84.08
peak1508	chr1	162601877	162604843	.	2967	22.06	27.08	17.13	23.04
peak1509	chr1	162632038	162635037	.	3000	31.86	30.21	31.81	26.49
peak1510	chr1	162756274	162762301	.	6028	36.76	58.33	64.85	58.74
peak1511	chr1	162800388	162802465	.	2078	31.86	19.79	15.91	13.82
peak1512	chr1	162819885	162827566	.	7682	99.25	89.59	108.89	101.36
peak1513	chr1	162840547	162847665	.	7119	127.44	125	121.13	140.52
peak1514	chr1	162926437	162929781	.	3345	25.73	25	37.93	18.43
peak1515	chr1	162932278	163070817	.	138540	2061.02	2087.55	1955.2	2052.5
peak1516	chr1	163072275	163300400	.	228126	3193.23	3307.38	3228.89	3334.46
peak1517	chr1	163431474	163440672	.	9199	55.14	55.21	56.28	84.08
peak1518	chr1	163447304	163453249	.	5946	44.11	37.5	45.27	39.16
peak1519	chr1	163454976	163737927	.	282952	3699.3	3654.26	3841.88	3872.35
peak1520	chr1	163772116	163777773	.	5658	89.45	69.79	96.66	77.17
peak1521	chr1	163783276	163790361	.	7086	87	75	91.76	71.41
peak1522	chr1	163800257	163812701	.	12445	98.03	119.79	127.25	111.72
peak1524	chr1	163917953	163918964	.	1012	3.68	8.33	2.45	3.46
peak1525	chr1	164225463	164230008	.	4546	29.41	18.75	33.04	32.25
peak1526	chr1	164400153	164402271	.	2119	18.38	18.75	17.13	19.58
peak1527	chr1	164581138	164582638	.	1501	8.58	5.21	4.89	5.76
peak1528	chr1	164608338	164610789	.	2452	25.73	30.21	22.02	12.67
peak1529	chr1	164614319	164619300	.	4982	11.03	8.33	8.56	10.37
peak1530	chr1	164650273	164653151	.	2879	15.93	7.29	15.91	6.91
peak1531	chr1	164657269	164659933	.	2665	33.08	25	33.04	28.79
peak1532	chr1	164693970	164699828	.	5859	56.37	69.79	70.96	58.74
peak1533	chr1	164720840	164729800	.	8961	74.75	84.38	91.76	88.69
peak1534	chr1	164736763	164743049	.	6287	100.48	80.21	85.65	84.08
peak1535	chr1	164777505	164779113	.	1609	2.45	8.33	2.45	5.76
peak1536	chr1	164839868	164842740	.	2873	4.9	9.38	11.01	5.76
peak1537	chr1	164916821	164922403	.	5583	95.58	72.92	79.53	78.32
peak1538	chr1	164977424	164987190	.	9767	136.01	135.42	139.48	108.27
peak1539	chr1	165026115	165032208	.	6094	77.2	100	74.64	65.65
peak1541	chr1	165256077	165261323	.	5247	41.66	51.04	56.28	54.13
peak1542	chr1	165267312	165273646	.	6335	51.46	70.84	59.95	64.5
peak1543	chr1	165404852	165418549	.	13698	133.56	123.96	105.22	114.03
peak1544	chr1	165435424	165440564	.	5141	24.51	14.58	24.47	21.88
peak1545	chr1	165445105	165455262	.	10158	110.28	93.75	106.45	88.69
peak1546	chr1	165527435	165533770	.	6336	89.45	76.04	77.08	78.32
peak1547	chr1	165552472	165553775	.	1304	3.68	4.17	1.22	5.76
peak1548	chr1	165920912	165922111	.	1200	20.83	21.88	23.25	9.21
peak1549	chr1	166069353	166070975	.	1623	11.03	14.58	15.91	13.82
peak1550	chr1	166079907	166086499	.	6593	72.3	81.25	56.28	84.08
peak1552	chr1	166122694	166124277	.	1584	26.96	31.25	22.02	21.88
peak1553	chr1	166174838	166180432	.	5595	90.68	62.5	74.64	78.32
peak1554	chr1	166349694	166359520	.	9827	94.35	105.21	97.88	90.99
peak1556	chr1	166418648	166425015	.	6368	96.8	79.17	73.41	73.72
peak1557	chr1	166467815	166476863	.	9049	90.68	77.09	62.4	78.32
peak1558	chr1	166484092	166501794	.	17703	131.11	141.67	152.94	157.8
peak1559	chr1	166510145	166997111	.	486967	7582.4	7311.65	7174.77	7158.43
peak1560	chr1	167006541	167147674	.	141134	1713.02	1751.09	1678.68	1662.05
peak1561	chr1	167153665	167155403	.	1739	11.03	10.42	15.91	12.67
peak1562	chr1	167197870	167203068	.	5199	74.75	81.25	74.64	79.47
peak1563	chr1	167467671	167483129	.	15459	111.51	108.34	115.01	109.42
peak1564	chr1	167492315	167502982	.	10668	44.11	41.67	53.84	35.71
peak1565	chr1	167504205	167596195	.	91991	749.91	648.97	676.61	611.6
peak1566	chr1	167599014	167630231	.	31218	236.49	161.46	227.58	202.72
peak1567	chr1	167642560	167656704	.	14145	77.2	47.92	81.98	67.96
peak1568	chr1	167659153	167686126	.	26974	171.55	134.38	159.06	143.97
peak1569	chr1	167696022	167801562	.	105541	2257.07	2128.18	2187.67	2085.91
peak1570	chr1	167803872	168429212	.	625341	18014.93	18129.63	17563.74	18047.53
peak1571	chr1	168433631	169478978	.	1045348	27648.55	28094.47	26571.35	27677.72
peak1572	chr1	169542614	169548993	.	6380	117.63	113.54	135.81	115.18
peak1573	chr1	169553181	169910612	.	357432	6774.9	6714.76	6668.23	6899.27
peak1574	chr1	170003545	170031335	.	27791	409.26	429.18	416	423.86
peak1575	chr1	170046999	170057980	.	10982	57.59	61.46	75.86	59.89
peak1576	chr1	170067922	170071434	.	3513	19.61	21.88	23.25	24.19
peak1577	chr1	170075614	170080530	.	4917	26.96	26.04	40.38	31.1
peak1578	chr1	170098203	170100377	.	2175	26.96	27.08	35.48	49.53
peak1579	chr1	170115735	170122806	.	7072	129.89	150	123.58	154.34
peak1580	chr1	170229018	170232116	.	3099	34.31	31.25	30.59	27.64
peak1581	chr1	170255867	170261985	.	6119	74.75	92.71	64.85	64.5
peak1582	chr1	170265878	170270040	.	4163	33.08	13.54	26.92	27.64
peak1584	chr1	170364009	170368249	.	4241	39.21	21.88	22.02	25.34
peak1586	chr1	170398370	170405679	.	7310	67.39	44.79	58.73	28.79
peak1588	chr1	170428586	170434636	.	6051	51.46	44.79	28.14	40.31
peak1589	chr1	170486016	170491108	.	5093	42.89	23.96	19.58	18.43
peak1590	chr1	170571075	170573947	.	2873	25.73	23.96	28.14	21.88
peak1591	chr1	170595969	170598198	.	2230	15.93	20.83	17.13	17.28
peak1597	chr1	170940269	170951176	.	10908	133.56	152.09	139.48	125.55
peak1600	chr1	171026092	171033618	.	7527	42.89	37.5	44.05	39.16
peak1601	chr1	171052067	171053568	.	1502	11.03	16.67	20.8	11.52
peak1602	chr1	171062079	171078920	.	16842	366.38	371.88	324.23	325.96
peak1603	chr1	171083058	171087155	.	4098	115.18	146.88	112.56	125.55
peak1605	chr1	171312322	171315558	.	3237	26.96	33.33	26.92	29.95
peak1606	chr1	171344362	171345065	.	704	12.25	13.54	12.24	9.21
peak1607	chr1	171356578	171361229	.	4652	20.83	12.5	17.13	17.28
peak1608	chr1	171478877	171481230	.	2354	25.73	23.96	30.59	33.4
peak1609	chr1	171481895	171493155	.	11261	143.36	120.84	149.27	126.7
peak1610	chr1	171501667	171506483	.	4817	23.28	16.67	19.58	20.73
peak1611	chr1	171509512	171513615	.	4104	37.99	29.17	35.48	35.71
peak1612	chr1	171518876	171524536	.	5661	75.97	93.75	73.41	67.96
peak1613	chr1	171536943	171545405	.	8463	39.21	33.33	37.93	42.62
peak1614	chr1	171549710	171551564	.	1855	26.96	32.29	14.68	18.43
peak1615	chr1	171624184	171629443	.	5260	15.93	38.54	37.93	31.1
peak1616	chr1	171666413	171672594	.	6182	41.66	39.58	37.93	40.31
peak1617	chr1	171717058	171730118	.	13061	388.43	395.84	367.06	390.46
peak1618	chr1	171807220	171814323	.	7104	47.79	37.5	39.15	51.83
peak1619	chr1	171829775	171832665	.	2891	29.41	40.63	33.04	23.04
peak1620	chr1	171857403	171863936	.	6534	56.37	51.04	51.39	62.2
peak1621	chr1	171872812	171884702	.	11891	121.31	98.96	126.02	132.46
peak1622	chr1	171898863	171903527	.	4665	53.91	70.84	68.52	51.83
peak1623	chr1	171908589	171914253	.	5665	39.21	30.21	40.38	42.62
peak1624	chr1	171925400	171928944	.	3545	24.51	27.08	34.26	33.4
peak1626	chr1	171951042	171952552	.	1511	17.15	10.42	8.56	18.43
peak1627	chr1	171986249	171989481	.	3233	33.08	51.04	48.94	43.77
peak1628	chr1	172264481	172269656	.	5176	66.17	64.58	79.53	64.5
peak1629	chr1	172516466	172519074	.	2609	8.58	21.88	20.8	20.73
peak1631	chr1	172671424	172677279	.	5856	56.37	62.5	56.28	64.5
peak1632	chr1	172714022	172739901	.	25880	290.41	245.84	253.27	248.79
peak1633	chr1	172769334	172787835	.	18502	109.06	119.79	132.14	118.64
peak1634	chr1	172792383	172801197	.	8815	57.59	65.63	72.19	87.54
peak1635	chr1	172802403	173274622	.	472220	6238.2	6301.2	6099.29	6323.37
peak1636	chr1	173284985	173287194	.	2210	13.48	12.5	19.58	14.97
peak1639	chr1	173540438	173547593	.	7156	72.3	76.04	84.42	99.05
peak1640	chr1	173551578	173559848	.	8271	87	78.13	101.55	78.32
peak1641	chr1	173560358	173569468	.	9111	144.59	125	106.45	127.85
peak1642	chr1	173573162	173586667	.	13506	312.46	344.8	289.98	297.16
peak1644	chr1	173616288	173621087	.	4800	50.24	47.92	48.94	42.62
peak1645	chr1	173665161	173669708	.	4548	40.44	31.25	33.04	24.19
peak1646	chr1	173686902	173689468	.	2567	36.76	39.58	52.61	29.95
peak1647	chr1	173718992	173720431	.	1440	11.03	11.46	6.12	9.21
peak1648	chr1	173787619	173795338	.	7720	99.25	107.29	86.87	89.84
peak1649	chr1	173812767	173820066	.	7300	105.38	70.84	84.42	72.56
peak1650	chr1	173833403	173839257	.	5855	98.03	66.67	84.42	67.96
peak1651	chr1	173853787	173859531	.	5745	85.77	105.21	92.99	94.45
peak1652	chr1	173892985	173894631	.	1647	22.06	19.79	25.69	23.04
peak1653	chr1	173957182	173959124	.	1943	9.8	25	15.91	13.82
peak1654	chr1	173965589	173971056	.	5468	46.56	45.83	36.71	54.13
peak1655	chr1	173988646	173994304	.	5659	58.82	54.17	59.95	55.29
peak1656	chr1	174018379	174023858	.	5480	87	76.04	66.07	88.69
peak1659	chr1	174231791	174239250	.	7460	62.49	63.54	58.73	67.96
peak1660	chr1	174246395	174395454	.	149060	1709.35	1672.96	1764.33	1612.52
peak1661	chr1	174396114	174463591	.	67478	796.47	745.85	843.01	822.38
peak1662	chr1	174483165	174495191	.	12027	91.9	69.79	77.08	63.35
peak1663	chr1	174508184	174592805	.	84622	1225.34	1261.49	1195.39	1148.34
peak1664	chr1	174596810	175490336	.	893527	21628.46	22027.65	20836.68	21477.58
peak1665	chr1	175496462	175530016	.	33555	291.63	264.59	321.79	255.7
peak1666	chr1	175532276	175547193	.	14918	75.97	69.79	92.99	88.69
peak1667	chr1	175755819	175770072	.	14254	87	93.75	86.87	96.75
peak1668	chr1	175772946	175825627	.	52682	502.39	476.05	537.13	446.9
peak1669	chr1	175826209	175829188	.	2980	18.38	17.71	7.34	13.82
peak1670	chr1	175835225	175836789	.	1565	11.03	6.25	18.35	21.88
peak1671	chr1	175841864	175848998	.	7135	64.94	73.96	56.28	70.26
peak1672	chr1	175890026	175891370	.	1345	20.83	23.96	22.02	21.88
peak1673	chr1	175949905	176666845	.	716941	15103.53	15334.77	14890.33	15278.61
peak1674	chr1	176675858	176681763	.	5906	39.21	40.63	30.59	54.13
peak1675	chr1	176856330	176862509	.	6180	55.14	66.67	47.72	51.83
peak1676	chr1	176890561	176899830	.	9270	96.8	89.59	78.31	103.66
peak1678	chr1	176919973	176921675	.	1703	24.51	16.67	11.01	17.28
peak1679	chr1	177212992	177219448	.	6457	90.68	92.71	75.86	88.69
peak1680	chr1	177586438	177588225	.	1788	19.61	7.29	22.02	12.67
peak1681	chr1	177653388	177659854	.	6467	82.1	83.34	74.64	86.38
peak1682	chr1	177670226	177671719	.	1494	18.38	15.63	24.47	14.97
peak1683	chr1	177709755	177712822	.	3068	4.9	10.42	4.89	8.06
peak1684	chr1	177730724	177732133	.	1410	7.35	7.29	4.89	3.46
peak1685	chr1	177745155	177754135	.	8981	272.03	275.01	281.41	268.37
peak1686	chr1	177758202	177760965	.	2764	26.96	20.83	19.58	21.88
peak1687	chr1	177788737	177790229	.	1493	14.7	10.42	14.68	13.82
peak1689	chr1	177830460	177836661	.	6202	49.01	57.29	57.51	56.44
peak1690	chr1	177865318	177871075	.	5758	82.1	78.13	78.31	74.87
peak1691	chr1	177890706	177900275	.	9570	77.2	63.54	74.64	66.8
peak1692	chr1	177916788	177935349	.	18562	215.66	193.75	199.44	196.96
peak1693	chr1	177963411	177970721	.	7311	67.39	60.42	62.4	59.89
peak1694	chr1	178004584	178010628	.	6045	105.38	76.04	91.76	86.38
peak1695	chr1	178019511	178027327	.	7817	53.91	60.42	55.06	50.68
peak1696	chr1	178033313	178038562	.	5250	52.69	36.46	37.93	34.55
peak1697	chr1	178054772	178069115	.	14344	178.9	175	167.62	172.77
peak1698	chr1	178080320	178092841	.	12522	134.79	123.96	115.01	131.31
peak1699	chr1	178123899	178132173	.	8275	95.58	97.92	85.65	95.6
peak1700	chr1	178135727	178139952	.	4226	44.11	39.58	22.02	35.71
peak1701	chr1	178160208	178170108	.	9901	469.3	413.55	404.99	372.03
peak1702	chr1	178174101	178181161	.	7061	138.46	122.92	119.91	110.57
peak1703	chr1	178202461	178204322	.	1862	44.11	23.96	24.47	31.1
peak1704	chr1	178211378	178215148	.	3771	42.89	54.17	59.95	44.92
peak1705	chr1	178224591	178230426	.	5836	98.03	115.63	92.99	103.66
peak1706	chr1	178261454	178267609	.	6156	35.53	32.29	39.15	23.04
peak1708	chr1	178396193	178398746	.	2554	26.96	36.46	19.58	20.73
peak1709	chr1	178458482	178462827	.	4346	22.06	19.79	22.02	10.37
peak1710	chr1	178498017	178504068	.	6052	78.42	98.96	101.55	89.84
peak1711	chr1	178775382	178776727	.	1346	6.13	4.17	9.79	5.76
peak1712	chr1	178949019	178952248	.	3230	17.15	29.17	23.25	14.97
peak1713	chr1	179084316	179086360	.	2045	14.7	20.83	20.8	20.73
peak1714	chr1	179113509	179115290	.	1782	28.18	21.88	29.36	21.88
peak1715	chr1	179132285	179134340	.	2056	35.53	35.42	26.92	25.34
peak1716	chr1	179260153	179262277	.	2125	37.99	33.33	26.92	23.04
peak1717	chr1	179263962	179272362	.	8401	238.94	232.3	185.98	203.87
peak1719	chr1	179368729	179371643	.	2915	40.44	38.54	37.93	48.38
peak1720	chr1	179390742	179393597	.	2856	30.63	28.13	29.36	25.34
peak1721	chr1	179409018	179410575	.	1558	6.13	6.25	3.67	3.46
peak1722	chr1	179469528	179474247	.	4720	56.37	62.5	67.29	58.74
peak1723	chr1	179524965	179529268	.	4304	29.41	23.96	14.68	13.82
peak1724	chr1	179636470	179641920	.	5451	67.39	73.96	63.62	66.8
peak1725	chr1	179651629	179660908	.	9280	69.84	88.54	78.31	77.17
peak1726	chr1	179690068	179693588	.	3521	31.86	35.42	33.04	28.79
peak1727	chr1	179816422	179819776	.	3355	28.18	30.21	25.69	28.79
peak1728	chr1	179834050	179835771	.	1722	4.9	5.21	13.46	11.52
peak1729	chr1	179894119	179905569	.	11451	183.8	187.5	170.07	202.72
peak1730	chr1	179980833	179982379	.	1547	12.25	9.38	6.12	5.76
peak1731	chr1	180010728	180013016	.	2289	26.96	18.75	15.91	26.49
peak1732	chr1	180047005	180050116	.	3112	30.63	35.42	28.14	25.34
peak1733	chr1	180204134	180205420	.	1287	11.03	14.58	13.46	16.13
peak1734	chr1	180533259	180534734	.	1476	13.48	11.46	13.46	9.21
peak1735	chr1	180611908	180616540	.	4633	75.97	88.54	112.56	64.5
peak1736	chr1	180623508	180625254	.	1747	24.51	16.67	15.91	16.13
peak1738	chr1	181056340	181061357	.	5018	55.14	44.79	63.62	57.59
peak1740	chr1	181263571	181270631	.	7061	105.38	143.75	122.35	119.79
peak1741	chr1	181304873	181306440	.	1568	9.8	7.29	14.68	11.52
peak1743	chr1	181387676	181390240	.	2565	4.9	5.21	7.34	10.37
peak1744	chr1	181492984	181499421	.	6438	116.41	131.25	118.68	119.79
peak1745	chr1	181688529	181689947	.	1419	2.45	3.13	8.56	9.21
peak1746	chr1	181769674	181771533	.	1860	14.7	11.46	6.12	16.13
peak1747	chr1	181777449	181782659	.	5211	28.18	36.46	39.15	46.07
peak1748	chr1	181786844	181790863	.	4020	47.79	69.79	44.05	57.59
peak1749	chr1	181867104	181874380	.	7277	31.86	42.71	46.49	41.46
peak1750	chr1	182077603	182079013	.	1411	7.35	11.46	8.56	8.06
peak1751	chr1	182147511	182153172	.	5662	7.35	15.63	11.01	17.28
peak1752	chr1	182167596	182180023	.	12428	109.06	77.09	77.08	103.66
peak1753	chr1	182186008	182189023	.	3016	42.89	27.08	46.49	34.55
peak1754	chr1	182200964	182212534	.	11571	78.42	86.46	86.87	97.9
peak1755	chr1	182230299	182239027	.	8729	42.89	53.13	45.27	41.46
peak1756	chr1	182258661	182266254	.	7594	52.69	61.46	55.06	71.41
peak1757	chr1	182294278	182299508	.	5231	23.28	34.38	35.48	29.95
peak1758	chr1	182305313	182306508	.	1196	2.45	11.46	7.34	4.61
peak1759	chr1	182310995	182314140	.	3146	23.28	37.5	39.15	21.88
peak1760	chr1	182355782	182359162	.	3381	22.06	13.54	12.24	25.34
peak1761	chr1	182531713	182534700	.	2988	18.38	16.67	15.91	14.97
peak1762	chr1	182769161	182771393	.	2233	31.86	14.58	23.25	17.28
peak1763	chr1	182868429	182875644	.	7216	64.94	64.58	62.4	58.74
peak1764	chr1	182877386	182880710	.	3325	17.15	31.25	22.02	13.82
peak1765	chr1	182883953	182891226	.	7274	83.32	75	44.05	67.96
peak1766	chr1	182931838	182934762	.	2925	44.11	32.29	40.38	36.86
peak1767	chr1	183050441	183052047	.	1607	2.45	2.08	2.45	3.46
peak1769	chr1	183324424	183326036	.	1613	15.93	13.54	22.02	11.52
peak1770	chr1	183374563	183376611	.	2049	7.35	9.38	7.34	9.21
peak1771	chr1	183421399	183424329	.	2931	13.48	14.58	4.89	13.82
peak1772	chr1	183446118	183448830	.	2713	19.61	18.75	12.24	19.58
peak1773	chr1	183539389	183545486	.	6098	73.52	52.08	67.29	74.87
peak1774	chr1	183564878	183571167	.	6290	145.82	127.09	130.92	147.43
peak1775	chr1	183646180	183650113	.	3934	37.99	28.13	23.25	44.92
peak1776	chr1	183666327	183668274	.	1948	24.51	36.46	35.48	29.95
peak1777	chr1	183682005	183682996	.	992	6.13	8.33	1.22	6.91
peak1778	chr1	183691021	183692598	.	1578	6.13	12.5	3.67	11.52
