peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K27me3_Rep1_S7	Arm_P14_Day30_H3K27me3_Rep2_S8	Arm_P14_Day30_H3K27me3_Rep3_S3	Arm_P14_Day30_H3K27me3_Rep4_S4
peak1496	chr1	139267682	139323154	.	55473	2756.73	2897.21	2745.32	2819.36
peak1497	chr1	139327346	139422210	.	94865	3779.62	3861.33	3790.78	3742.68
peak1498	chr1	139454400	139461787	.	7388	21.33	21.36	12.87	16.47
peak1499	chr1	139498216	139538079	.	39864	722.51	739.84	648.46	713.33
peak1500	chr1	139547287	139559598	.	12312	61.32	51.46	57.42	66.91
peak1501	chr1	139646321	139653548	.	7228	35.55	52.43	49.5	39.11
peak1503	chr1	139952701	139958672	.	5972	56.88	48.55	50.49	62.79
peak1504	chr1	140052389	140058096	.	5708	55.99	64.08	62.37	60.73
peak1505	chr1	143163409	143168764	.	5356	31.1	33.01	27.72	36.03
peak1507	chr1	143284231	143310005	.	25775	251.5	300.98	280.17	290.27
peak1508	chr1	143334782	143379837	.	45056	645.19	615.56	576.19	546.58
peak1509	chr1	143383311	143392595	.	9285	108.42	99.03	113.85	79.26
peak1510	chr1	143393798	143399700	.	5903	41.77	40.78	42.57	40.14
peak1511	chr1	143450542	143505255	.	54714	789.16	809.74	707.86	690.69
peak1512	chr1	143513117	143522815	.	9699	103.98	114.57	102.96	109.11
peak1513	chr1	143523044	143527525	.	4482	47.1	45.63	59.4	36.03
peak1514	chr1	143549127	143561765	.	12639	107.53	100.98	113.85	91.61
peak1516	chr1	143589288	143594039	.	4752	39.1	56.31	53.46	54.56
peak1518	chr1	143701231	143713466	.	12236	748.28	739.84	782.11	769.95
peak1519	chr1	143714838	143739945	.	25108	1122.42	1143.74	1083.08	1118.89
peak1520	chr1	143765130	143778701	.	13572	403.47	426.23	345.52	354.09
peak1521	chr1	143823103	143859985	.	36883	883.36	909.75	866.26	898.61
peak1522	chr1	143866669	143916413	.	49745	1702.74	1681.63	1706.79	1681.94
peak1523	chr1	143922502	143967428	.	44927	2963.8	2945.76	2898.77	2744.22
peak1524	chr1	143973267	144000309	.	27043	1949.8	1994.26	1983.99	1945.45
peak1525	chr1	144004270	144141972	.	137703	3920.03	3909.88	3722.46	3711.8
peak1526	chr1	144143693	144218961	.	75269	1690.3	1554.44	1416.71	1544.01
peak1527	chr1	144224870	144230474	.	5605	82.65	65.05	69.3	72.05
peak1528	chr1	144233526	144246624	.	13099	92.42	72.82	85.14	107.05
peak1529	chr1	144255657	144271735	.	16079	226.62	219.43	174.24	223.37
peak1530	chr1	144284592	144292235	.	7644	66.65	66.99	80.19	64.85
peak1531	chr1	144295305	144382918	.	87614	913.58	899.07	880.13	925.38
peak1532	chr1	144389674	144457039	.	67366	1710.74	1686.48	1646.4	1589.3
peak1533	chr1	144464721	144537014	.	72294	752.72	713.62	661.33	715.39
peak1534	chr1	144537120	144545599	.	8480	71.1	63.11	52.47	61.76
peak1535	chr1	144549412	144570807	.	21396	207.95	200.98	213.84	187.34
peak1536	chr1	144572986	144578579	.	5594	39.1	52.43	41.58	33.97
peak1537	chr1	144591383	144599509	.	8127	29.33	32.04	28.71	42.2
peak1538	chr1	144674780	144680685	.	5906	50.66	49.52	58.41	54.56
peak1541	chr1	146495989	146499467	.	3479	2.67	3.88	4.95	5.15
peak1542	chr1	146605650	146608759	.	3110	22.22	32.04	25.74	32.94
peak1544	chr1	147479669	147485201	.	5533	51.54	40.78	52.47	42.2
peak1546	chr1	147503404	147506604	.	3201	8	10.68	19.8	22.65
peak1547	chr1	148212735	148217733	.	4999	31.99	31.07	26.73	33.97
peak1548	chr1	148364364	148369659	.	5296	55.99	56.31	60.39	59.7
peak1549	chr1	149451381	149456778	.	5398	55.99	53.4	54.45	51.47
peak1550	chr1	149600556	149605888	.	5333	61.32	52.43	42.57	50.44
peak1552	chr1	149812704	149821164	.	8461	5.33	9.71	8.91	12.35
peak1553	chr1	149958495	149963316	.	4822	23.11	19.42	15.84	22.65
peak1554	chr1	150094246	150111525	.	17280	33.77	34.95	37.62	39.11
peak1555	chr1	150155943	150166418	.	10476	50.66	33.98	52.47	50.44
peak1556	chr1	150170666	150182782	.	12117	12.44	16.51	21.78	20.59
peak1557	chr1	150255092	150265575	.	10484	36.44	38.84	38.61	42.2
peak1558	chr1	150297228	150332668	.	35441	159.08	141.75	137.61	137.93
peak1559	chr1	150335078	150358266	.	23189	191.96	195.15	212.85	204.84
peak1560	chr1	150457320	150524406	.	67087	767.83	762.17	782.11	709.22
peak1561	chr1	150527946	150555065	.	27120	93.31	81.56	101.97	95.73
peak1562	chr1	150579573	150582080	.	2508	4.44	3.88	3.96	4.12
peak1563	chr1	150590234	150602863	.	12630	10.66	13.59	13.86	7.21
peak1564	chr1	150755257	150772659	.	17403	20.44	13.59	19.8	9.26
peak1565	chr1	150776089	150794805	.	18717	26.66	21.36	22.77	22.65
peak1566	chr1	150799618	150850166	.	50549	55.1	66.99	60.39	74.11
peak1567	chr1	150854288	150886740	.	32453	56.88	52.43	55.44	53.53
peak1568	chr1	150896967	150950002	.	53036	241.72	241.76	258.39	231.6
peak1569	chr1	150953433	151048753	.	95321	3584.1	3636.08	3487.83	3513.14
peak1570	chr1	151049713	151135605	.	85893	2694.52	2795.27	2759.18	2711.28
peak1571	chr1	151137452	151344401	.	206950	5249.52	5093.43	4986.72	5106.56
peak1572	chr1	151500815	151579211	.	78397	2637.64	2777.79	2663.15	2622.76
peak1573	chr1	151583110	151589808	.	6699	32.88	29.13	28.71	18.53
peak1574	chr1	151621461	151633987	.	12527	40.88	43.69	26.73	55.58
peak1575	chr1	151728349	151757810	.	29462	1044.22	1022.37	1039.52	987.14
peak1576	chr1	151824527	151885245	.	60719	1128.64	1166.07	1123.67	1165.21
peak1577	chr1	151888587	151901745	.	13159	98.65	80.59	95.04	80.29
peak1578	chr1	151920152	151929675	.	9524	81.76	99.03	85.14	90.58
peak1579	chr1	151932669	151962479	.	29811	302.16	303.9	349.48	292.33
peak1580	chr1	151963481	151988986	.	25506	271.05	300.98	281.16	252.19
peak1581	chr1	151998841	152021700	.	22860	284.38	260.21	307.9	248.07
peak1582	chr1	152022628	152043602	.	20975	260.39	259.23	225.72	275.86
peak1583	chr1	152052955	152062877	.	9923	119.09	121.36	87.12	101.9
peak1584	chr1	152064493	152182910	.	118418	4439.03	4649.72	4472.9	4513.66
peak1585	chr1	152183477	152340759	.	157283	4247.96	4424.47	4235.29	4270.73
peak1586	chr1	152342559	152366014	.	23456	405.24	403.9	397.99	416.88
peak1587	chr1	152385381	152412396	.	27016	1390.81	1373.85	1394.93	1376.23
peak1588	chr1	152419461	152515580	.	96120	1583.65	1592.3	1635.51	1498.72
peak1589	chr1	152525303	152553787	.	28485	292.38	304.87	268.29	270.72
peak1590	chr1	152568824	152598639	.	29816	978.45	999.07	953.39	976.84
peak1591	chr1	152609985	152635372	.	25388	847.81	934.99	907.85	867.73
peak1592	chr1	152636976	152648894	.	11919	159.08	158.26	151.47	151.31
peak1593	chr1	152652284	152664868	.	12585	153.74	169.91	146.52	152.34
peak1594	chr1	152668373	152676930	.	8558	103.98	92.24	107.91	87.49
peak1595	chr1	152677520	152768340	.	90821	3771.62	3798.22	3672.96	3636.66
peak1596	chr1	152781949	152831464	.	49516	1386.36	1373.85	1345.43	1391.67
peak1597	chr1	152904736	152974912	.	70177	5241.52	5330.33	5231.25	5074.65
peak1598	chr1	152978513	153060720	.	82208	5056.67	4973.03	4841.18	4968.62
peak1599	chr1	153068386	153085674	.	17289	622.09	658.28	585.1	635.1
peak1600	chr1	153091181	153135067	.	43887	1180.19	1225.3	1282.07	1246.53
peak1601	chr1	153135793	153141394	.	5602	39.99	41.75	32.67	48.38
peak1602	chr1	153144894	153216687	.	71794	3776.95	3759.39	3738.3	3789
peak1603	chr1	153270102	153286864	.	16763	75.54	85.44	78.21	80.29
peak1604	chr1	153288961	153302861	.	13901	83.54	64.08	70.29	86.46
peak1605	chr1	153304435	153360563	.	56129	2657.2	2708.86	2608.69	2628.93
peak1606	chr1	153363358	153444981	.	81624	3387.7	3565.2	3356.16	3478.14
peak1607	chr1	153489941	153532069	.	42129	2195.07	2283.6	2194.87	2147.2
peak1608	chr1	153538046	153560756	.	22711	1413.91	1500.07	1439.48	1379.32
peak1609	chr1	153564237	153591058	.	26822	211.51	172.82	195.03	180.13
peak1610	chr1	153595043	153624006	.	28964	286.16	251.47	268.29	255.28
peak1611	chr1	153637720	153705003	.	67284	1037.99	1042.76	1040.51	1064.34
peak1612	chr1	153710004	153719327	.	9324	129.75	135.93	115.83	115.29
peak1613	chr1	153722243	153725854	.	3612	41.77	52.43	44.55	55.58
peak1614	chr1	153731483	153751938	.	20456	632.75	578.67	627.67	625.84
peak1615	chr1	153764010	153822932	.	58923	2190.63	2238.93	2150.32	2082.36
peak1616	chr1	153826343	153900279	.	73937	1603.2	1588.42	1613.73	1469.9
peak1617	chr1	153912633	153990611	.	77979	1032.66	1055.39	964.28	996.4
peak1618	chr1	153996215	154051202	.	54988	519.89	582.55	585.1	546.58
peak1619	chr1	154057595	154094293	.	36699	263.94	248.55	247.5	257.34
peak1620	chr1	154100776	154131684	.	30909	487	487.4	503.92	519.82
peak1621	chr1	154133519	154137377	.	3859	23.11	27.19	27.72	24.7
peak1622	chr1	154139777	154242729	.	102953	257.72	245.64	287.1	240.87
peak1623	chr1	154250801	154261991	.	11191	10.66	9.71	9.9	8.23
peak1624	chr1	154268444	154282196	.	13753	15.11	11.65	10.89	14.41
peak1626	chr1	154652474	154662107	.	9634	14.22	13.59	25.74	22.65
peak1627	chr1	154665673	154689454	.	23782	79.98	64.08	93.06	84.41
peak1628	chr1	154690430	154744729	.	54300	836.26	772.85	768.25	805.97
peak1629	chr1	154745895	154791591	.	45697	815.82	802.95	802.9	757.59
peak1630	chr1	154799808	154935028	.	135221	2450.13	2274.86	2272.09	2187.35
peak1631	chr1	154936554	155028450	.	91897	2081.32	2054.46	2062.21	2074.12
peak1632	chr1	155059614	155088863	.	29250	352.81	375.74	419.77	358.21
peak1633	chr1	155099662	155124908	.	25247	376.81	346.62	367.3	372.62
peak1635	chr1	155148057	155170838	.	22782	674.52	626.24	657.37	674.22
peak1636	chr1	155210113	155271891	.	61779	2343.49	2300.1	2281.99	2266.61
peak1637	chr1	155347268	155361812	.	14545	131.53	129.13	138.6	137.93
peak1638	chr1	155365260	155378009	.	12750	102.2	121.36	124.74	108.08
peak1639	chr1	155415062	155558157	.	143096	5687.64	5854.63	5704.48	5879.59
peak1640	chr1	155696737	155757334	.	60598	4182.19	4287.57	4245.19	4272.79
peak1641	chr1	155768833	155776340	.	7508	76.43	95.15	99	101.9
peak1642	chr1	155809447	155838886	.	29440	994.45	1063.15	1071.2	1051.99
peak1643	chr1	155973258	155999344	.	26087	901.14	915.57	836.56	868.76
peak1644	chr1	156073914	156118719	.	44806	673.63	644.69	728.65	749.36
peak1645	chr1	156168657	156213876	.	45220	1791.61	1801.05	1748.37	1709.73
peak1646	chr1	156225576	156248216	.	22641	602.53	567.99	563.32	562.02
peak1647	chr1	156250865	156316318	.	65454	3305.94	3389.47	3154.19	3150.81
peak1648	chr1	156324270	156405235	.	80966	3075.77	3068.1	2931.44	3014.94
peak1649	chr1	156408030	156421256	.	13227	139.52	151.46	132.66	177.05
peak1650	chr1	156475757	156514338	.	38582	1136.64	1146.65	1063.28	1094.19
peak1651	chr1	156523374	156557141	.	33768	1487.67	1502.01	1467.21	1449.31
peak1652	chr1	156719048	156804426	.	85379	1914.25	1936.01	1998.84	1988.69
peak1653	chr1	156840951	156861137	.	20187	166.19	153.4	149.49	154.4
peak1654	chr1	156863712	156881804	.	18093	184.85	166.03	195.03	171.9
peak1655	chr1	156886696	156921769	.	35074	471.01	515.56	491.05	430.26
peak1656	chr1	156925899	156955087	.	29189	1648.53	1680.66	1642.44	1623.27
peak1657	chr1	156960745	157082027	.	121283	2028.89	1904.94	1985.97	1974.27
peak1658	chr1	157082334	157107275	.	24942	422.13	400.99	388.09	378.8
peak1659	chr1	157111888	157236560	.	124673	1097.54	1136.94	1125.65	1072.57
peak1660	chr1	157239263	157385723	.	146461	1724.07	1811.73	1769.16	1720.03
peak1661	chr1	157387449	157394570	.	7122	239.95	248.55	233.64	217.19
peak1662	chr1	157397923	157457959	.	60037	2444.8	2667.11	2521.57	2435.42
peak1663	chr1	157474851	157485079	.	10229	51.54	42.72	44.55	49.41
peak1664	chr1	157489806	157498385	.	8580	15.11	13.59	25.74	17.5
peak1665	chr1	157501825	157525115	.	23291	39.99	30.1	55.44	48.38
peak1666	chr1	157527761	157570741	.	42981	63.1	61.17	57.42	70
peak1667	chr1	158354191	158359412	.	5222	8.89	5.83	8.91	3.09
peak1669	chr1	158959055	158964958	.	5904	1.78	2.91	3.96	0
peak1671	chr1	159128654	159165697	.	37044	64.87	55.34	70.29	61.76
peak1672	chr1	159170232	159201535	.	31304	188.4	167.97	166.32	217.19
peak1673	chr1	159204610	159232098	.	27489	1081.54	1085.48	1095.95	1093.16
peak1674	chr1	159357833	159408136	.	50304	463.01	472.84	484.12	471.44
peak1675	chr1	159410235	159412588	.	2354	12.44	5.83	9.9	7.21
peak1676	chr1	159426169	159462305	.	36137	275.5	271.86	283.14	266.6
peak1677	chr1	159463417	159537934	.	74518	328.82	298.07	317.8	278.95
peak1678	chr1	159540831	159583884	.	43054	205.29	187.39	226.71	200.72
peak1679	chr1	159589639	159709694	.	120056	761.61	698.09	744.49	726.71
peak1681	chr1	159714648	159811345	.	96698	1633.42	1638.91	1695.9	1582.1
peak1682	chr1	159815573	159937814	.	122242	6077.78	6036.19	6009.4	5873.41
peak1683	chr1	159940938	159969382	.	28445	1644.97	1710.75	1624.62	1635.62
peak1684	chr1	159977089	160022862	.	45774	758.06	753.43	772.21	796.71
peak1685	chr1	160025091	160043302	.	18212	241.72	264.09	267.3	249.1
peak1686	chr1	160082203	160145086	.	62884	2476.79	2531.18	2359.21	2361.31
peak1687	chr1	160152818	160178705	.	25888	1895.58	1854.45	1808.76	1897.07
peak1688	chr1	160183680	160195458	.	11779	524.33	548.57	535.6	558.93
peak1689	chr1	160213025	160220859	.	7835	64.87	64.08	64.35	62.79
peak1690	chr1	160309044	160314666	.	5623	39.1	38.84	41.58	49.41
peak1691	chr1	160323643	160336501	.	12859	98.65	72.82	93.06	83.38
peak1692	chr1	160346551	160353150	.	6600	36.44	30.1	27.72	31.91
peak1694	chr1	160381860	160385911	.	4052	24.88	33.01	24.75	31.91
peak1695	chr1	160407742	160414933	.	7192	31.1	33.98	28.71	33.97
peak1696	chr1	160528023	160533472	.	5450	37.33	33.01	41.58	33.97
peak1697	chr1	160553957	160558128	.	4172	23.99	12.62	16.83	15.44
peak1698	chr1	160564896	160570302	.	5407	17.77	17.48	19.8	18.53
peak1699	chr1	160773772	160783748	.	9977	36.44	54.37	68.31	46.32
peak1700	chr1	160789470	160813821	.	24352	227.51	202.92	193.05	207.93
peak1701	chr1	160819080	160827023	.	7944	85.31	62.14	73.26	82.35
peak1702	chr1	160829201	160906936	.	77736	3595.66	3705.99	3597.72	3509.02
peak1703	chr1	160985280	160994269	.	8990	140.41	130.1	124.74	156.46
peak1704	chr1	161131200	161180227	.	49028	3762.73	3850.65	3751.17	3786.94
peak1705	chr1	161187522	161233103	.	45582	2714.07	2881.68	2716.61	2634.08
peak1706	chr1	161248829	161292606	.	43778	2232.4	2273.89	2258.23	2169.85
peak1707	chr1	161297900	161463789	.	165890	7348.61	7776.07	7613.23	7541.97
peak1708	chr1	161468542	161478101	.	9560	176.85	147.58	159.39	184.25
peak1709	chr1	161484617	161533252	.	48636	1580.1	1524.34	1526.61	1551.22
peak1710	chr1	161536282	161701330	.	165049	4047.11	4015.71	4115.5	4378.81
peak1711	chr1	161706572	161813131	.	106560	1741.84	1706.87	1903.8	1752.97
peak1712	chr1	161874490	161891817	.	17328	758.94	768.97	787.06	781.27
peak1713	chr1	161895946	161907811	.	11866	969.57	1016.55	938.54	937.73
peak1714	chr1	161910499	161969306	.	58808	2714.07	2786.53	2784.92	2709.22
peak1715	chr1	161976367	162009495	.	33129	1717.85	1749.59	1773.12	1774.58
peak1716	chr1	162011958	162116426	.	104469	2610.09	2622.45	2520.58	2446.74
peak1717	chr1	162121004	162184954	.	63951	2687.41	2846.73	2655.23	2583.64
peak1718	chr1	162187893	162462135	.	274243	7105.11	7197.4	6954.87	6734.97
peak1719	chr1	162464519	162530249	.	65731	3016.23	3132.18	2934.41	3001.56
peak1720	chr1	162549972	162567159	.	17188	613.2	659.25	615.79	640.25
peak1721	chr1	162607376	162669161	.	61786	1921.36	1964.16	1905.78	1915.6
peak1722	chr1	162739403	162769931	.	30529	1421.02	1372.88	1384.04	1398.87
peak1723	chr1	162777786	162809195	.	31410	984.67	1015.58	963.29	930.52
peak1724	chr1	162814562	162817901	.	3340	17.77	30.1	18.81	17.5
peak1726	chr1	162826431	162840065	.	13635	104.87	113.6	114.84	120.43
peak1727	chr1	162847714	162935457	.	87744	464.79	476.72	449.47	463.2
peak1728	chr1	162938650	162949924	.	11275	16	14.56	12.87	12.35
peak1730	chr1	163071950	163078212	.	6263	5.33	6.8	15.84	7.21
peak1731	chr1	163084491	163096810	.	12320	10.66	7.77	18.81	12.35
peak1732	chr1	163108459	163115527	.	7069	5.33	3.88	2.97	2.06
peak1733	chr1	163145665	163158270	.	12606	12.44	8.74	10.89	15.44
peak1735	chr1	163280327	163285297	.	4971	6.22	6.8	2.97	3.09
peak1736	chr1	163299952	163323480	.	23529	481.67	524.29	518.77	508.49
peak1737	chr1	163336665	163341638	.	4974	31.99	22.33	21.78	16.47
peak1738	chr1	163345032	163381479	.	36448	239.95	259.23	230.67	241.89
peak1739	chr1	163401213	163431721	.	30509	805.16	806.83	758.35	789.5
peak1740	chr1	163439522	163456462	.	16941	46.21	49.52	48.51	43.23
peak1741	chr1	163496900	163514943	.	18044	14.22	8.74	12.87	11.32
peak1742	chr1	163518556	163539398	.	20843	15.11	11.65	14.85	8.23
peak1743	chr1	163540339	163559511	.	19173	17.77	25.24	23.76	22.65
peak1744	chr1	163559880	163565634	.	5755	2.67	0.97	5.94	2.06
peak1745	chr1	163569008	163598705	.	29698	20.44	20.39	23.76	19.56
peak1746	chr1	163601941	163675403	.	73463	59.54	50.49	82.17	56.61
peak1747	chr1	163678616	163709432	.	30817	23.99	15.53	25.74	22.65
peak1748	chr1	163716997	163729169	.	12173	7.11	13.59	11.88	11.32
peak1749	chr1	163732770	163775028	.	42259	269.27	254.38	255.42	270.72
peak1750	chr1	163775621	163783512	.	7892	101.31	97.09	88.11	95.73
peak1752	chr1	163819374	163831937	.	12564	114.64	122.34	87.12	114.26
peak1753	chr1	163836534	163851000	.	14467	113.75	100	106.92	108.08
peak1754	chr1	163852261	163856496	.	4236	34.66	43.69	21.78	25.73
peak1755	chr1	163856827	163899538	.	42712	471.9	512.64	516.79	470.41
peak1756	chr1	163901666	163928601	.	26936	669.19	661.19	625.69	667.01
peak1757	chr1	163998602	164021908	.	23307	1258.39	1283.55	1195.94	1235.21
peak1758	chr1	164026400	164145364	.	118965	8191.09	8392.6	8306.24	8257.37
peak1759	chr1	164149686	164197026	.	47341	2418.14	2535.06	2396.83	2451.89
peak1760	chr1	164202725	164224428	.	21704	986.45	999.07	1030.61	991.25
peak1761	chr1	164230550	164255321	.	24772	1374.81	1401.03	1400.87	1382.4
peak1762	chr1	164266717	164276815	.	10099	306.6	280.59	310.87	296.45
peak1763	chr1	164447755	164488189	.	40435	893.14	952.47	907.85	913.02
peak1764	chr1	164491213	164532627	.	41415	435.46	419.44	387.1	341.74
peak1765	chr1	164543822	164550583	.	6762	74.65	66.02	59.4	63.82
peak1766	chr1	164553314	164570397	.	17084	184.85	187.39	166.32	190.43
peak1767	chr1	164576559	164597000	.	20442	214.18	176.71	214.83	183.22
peak1768	chr1	164604678	164620180	.	15503	170.63	155.35	151.47	141.02
peak1769	chr1	164628001	164632254	.	4254	16	27.19	17.82	26.76
peak1770	chr1	164633771	164698298	.	64528	589.2	640.8	622.72	612.46
peak1772	chr1	164709885	164812532	.	102648	1514.33	1549.58	1557.3	1476.07
peak1773	chr1	164815150	164873228	.	58079	925.13	898.1	955.37	920.23
peak1774	chr1	164874130	164915892	.	41763	1137.53	1205.88	1140.5	1154.92
peak1775	chr1	164922409	164977764	.	55356	1152.64	1162.19	1118.72	1211.53
peak1776	chr1	164986565	165025187	.	38623	802.49	806.83	764.29	743.18
peak1777	chr1	165032477	165055765	.	23289	469.23	468.95	436.6	484.82
peak1778	chr1	165056931	165133534	.	76604	1839.6	1804.93	1733.52	1848.69
peak1779	chr1	165135211	165139877	.	4667	127.08	136.9	112.86	143.08
peak1780	chr1	165148346	165173799	.	25454	1479.68	1583.56	1454.33	1469.9
peak1781	chr1	165195272	165211552	.	16281	228.39	222.34	208.89	239.84
peak1782	chr1	165236651	165266661	.	30011	952.68	924.31	967.25	993.31
peak1783	chr1	165273733	165307522	.	33790	1069.1	1133.06	1078.13	1100.36
peak1784	chr1	165313416	165322641	.	9226	76.43	85.44	79.2	57.64
peak1785	chr1	165428524	165468879	.	40356	443.46	427.2	442.54	427.18
peak1786	chr1	165487450	165525337	.	37888	964.23	921.4	968.24	1043.75
peak1787	chr1	165534064	165639717	.	105654	2912.25	3164.22	2976.98	2960.38
peak1788	chr1	165709716	165726996	.	17281	179.52	170.88	181.17	163.67
peak1789	chr1	165736236	165786545	.	50310	2556.77	2585.55	2577.01	2659.81
peak1790	chr1	165925330	165934944	.	9615	87.09	91.27	93.06	91.61
peak1791	chr1	165953243	165959075	.	5833	55.1	56.31	55.44	64.85
peak1794	chr1	165978515	165984763	.	6249	55.99	66.99	79.2	51.47
peak1795	chr1	165994332	166015894	.	21563	311.04	329.14	319.78	289.24
peak1796	chr1	166023274	166066943	.	43670	3347.71	3414.71	3385.86	3303.15
peak1797	chr1	166070306	166101396	.	31091	927.8	953.44	949.43	996.4
peak1798	chr1	166104057	166176071	.	72015	2440.35	2434.09	2366.14	2325.28
peak1799	chr1	166181094	166237058	.	55965	1643.2	1795.22	1650.36	1692.24
peak1800	chr1	166241067	166267063	.	25997	850.48	851.49	881.12	788.47
peak1801	chr1	166271228	166330895	.	59668	1345.48	1264.13	1332.56	1264.03
peak1802	chr1	166332379	166350139	.	17761	321.71	321.37	327.7	310.86
peak1803	chr1	166357636	166376219	.	18584	1500.12	1436.96	1462.26	1453.43
peak1804	chr1	166409753	166454785	.	45033	1421.02	1421.42	1422.65	1408.14
peak1805	chr1	166465446	166472554	.	7109	47.1	32.04	39.6	42.2
peak1806	chr1	166476036	166486405	.	10370	41.77	41.75	31.68	40.14
peak1807	chr1	166496592	166506641	.	10050	56.88	44.66	42.57	56.61
peak1811	chr1	166620703	166626430	.	5728	51.54	54.37	52.47	46.32
peak1813	chr1	166669145	166678569	.	9425	4.44	6.8	1.98	12.35
peak1814	chr1	166688012	166690993	.	2982	3.55	1.94	0.99	3.09
peak1815	chr1	166725862	166757815	.	31954	58.65	52.43	43.56	55.58
peak1816	chr1	166772488	166789871	.	17384	25.77	23.3	24.75	26.76
peak1817	chr1	166811683	166816034	.	4352	11.55	10.68	14.85	18.53
peak1819	chr1	166842258	166845773	.	3516	13.33	10.68	19.8	13.38
peak1820	chr1	166857997	166863658	.	5662	16.89	34.95	18.81	14.41
peak1822	chr1	166932472	166941290	.	8819	47.99	50.49	38.61	49.41
peak1823	chr1	166946710	166951737	.	5028	36.44	32.04	40.59	41.17
peak1824	chr1	166961358	166978065	.	16708	84.43	69.91	73.26	72.05
peak1825	chr1	166992230	167018535	.	26306	193.74	169.91	213.84	167.78
peak1826	chr1	167091321	167094602	.	3282	17.77	9.71	12.87	11.32
peak1827	chr1	167100020	167105313	.	5294	14.22	9.71	13.86	17.5
peak1830	chr1	167150789	167221346	.	70558	710.07	744.69	705.88	703.04
peak1831	chr1	167282812	167307550	.	24739	732.28	706.83	746.47	752.45
peak1832	chr1	167337163	167350245	.	13083	217.73	195.15	158.4	194.55
peak1833	chr1	167371447	167414731	.	43285	1525	1502.01	1550.37	1618.12
peak1834	chr1	167419596	167443764	.	24169	310.15	325.26	295.03	302.63
peak1835	chr1	167447004	167473716	.	26713	173.3	174.76	164.34	178.08
peak1836	chr1	167482294	167486502	.	4209	9.78	20.39	15.84	26.76
peak1837	chr1	167490890	167510092	.	19203	42.66	56.31	47.52	39.11
peak1838	chr1	167549086	167559210	.	10125	33.77	38.84	28.71	42.2
peak1839	chr1	167567465	167583137	.	15673	26.66	25.24	28.71	35
peak1840	chr1	167592912	167611447	.	18536	131.53	130.1	117.81	126.61
peak1841	chr1	167619113	167632129	.	13017	18.66	19.42	18.81	18.53
peak1842	chr1	167637151	167650763	.	13613	34.66	27.19	32.67	32.94
peak1843	chr1	167653979	167677157	.	23179	71.1	56.31	62.37	55.58
peak1844	chr1	167682119	167698154	.	16036	244.39	256.32	248.49	238.81
peak1845	chr1	167717650	167728893	.	11244	3.55	4.85	4.95	8.23
peak1846	chr1	167731092	167735928	.	4837	0	0.97	2.97	0
peak1847	chr1	167798792	167806915	.	8124	7.11	5.83	7.92	7.21
peak1848	chr1	167824117	167829394	.	5278	43.55	39.81	56.43	47.35
peak1849	chr1	167833978	167840220	.	6243	59.54	54.37	58.41	55.58
peak1850	chr1	168424640	168439372	.	14733	94.2	61.17	84.15	74.11
peak1851	chr1	169484081	169492357	.	8277	36.44	31.07	27.72	42.2
peak1852	chr1	169530753	169543296	.	12544	397.25	379.63	366.31	339.68
peak1853	chr1	169549866	169553624	.	3759	16.89	8.74	14.85	9.26
peak1854	chr1	169913684	169947340	.	33657	418.57	358.27	354.43	341.74
peak1855	chr1	169966715	170004108	.	37394	409.69	420.41	441.55	447.76
peak1856	chr1	170026628	170036963	.	10336	20.44	24.27	28.71	19.56
peak1857	chr1	170037890	170042716	.	4827	19.55	18.45	24.75	21.62
peak1858	chr1	170046941	170071383	.	24443	40.88	36.89	33.66	27.79
peak1859	chr1	170076100	170109052	.	32953	102.2	96.12	91.08	98.82
peak1860	chr1	170122886	170136826	.	13941	337.7	336.91	328.69	301.6
peak1861	chr1	170174044	170188586	.	14543	365.25	345.65	322.75	359.24
peak1862	chr1	170216883	170299081	.	82199	2682.97	2823.42	2644.34	2671.14
peak1863	chr1	170307779	170321937	.	14159	40.88	55.34	42.57	45.29
peak1864	chr1	170324076	170342680	.	18605	57.77	48.55	67.32	52.5
peak1865	chr1	170347819	170357510	.	9692	22.22	39.81	40.59	29.85
peak1866	chr1	170364719	170373937	.	9219	29.33	24.27	35.64	23.67
peak1867	chr1	170412971	170423945	.	10975	63.99	50.49	57.42	61.76
peak1868	chr1	170442117	170453854	.	11738	30.22	39.81	40.59	38.09
peak1869	chr1	170454346	170461691	.	7346	12.44	7.77	13.86	7.21
peak1870	chr1	170526861	170530950	.	4090	17.77	19.42	23.76	26.76
peak1871	chr1	170536649	170546349	.	9701	58.65	57.28	75.24	68.97
peak1872	chr1	170550988	170559219	.	8232	33.77	37.87	40.59	28.82
peak1873	chr1	170562426	170566087	.	3662	33.77	59.23	55.44	39.11
peak1874	chr1	170575954	170594734	.	18781	610.53	615.56	596.98	659.81
peak1875	chr1	170599016	170657109	.	58094	1304.6	1320.45	1380.08	1305.2
peak1876	chr1	170667171	170705922	.	38752	321.71	315.55	324.73	319.1
peak1877	chr1	170715522	170722136	.	6615	13.33	4.85	12.87	2.06
peak1878	chr1	170855659	170873159	.	17501	76.43	108.74	91.08	80.29
peak1879	chr1	170884018	170933714	.	49697	2135.53	2119.51	2270.11	2205.88
peak1880	chr1	170952177	170967174	.	14998	354.59	417.49	438.58	360.27
